ID,English,Japanese,WrongCount
"922","rid","～を取り除く",0
"923","pour","～を注ぐ",0
"924","vanish","消える",0
"925","restore","～を修復する",0
"926","deserve","当然だ",0
"927","laboratory","研究所",0
"928","conference","会議",0
"929","continent","大陸",0
"930","insurance","保険",0
"931","crew","乗組員たち",0
"932","poverty","貧乏",0
"933","shortage","不足",0
"934","affair","情勢",0
"935","exception","例外",0
"936","wage","賃金",0
"937","wisdom","知恵",0
"938","tax","税金",0
"939","evolution","進化",0
"940","barrier","壁",0
"941","category","範ちゅう",0
"942","unit","単位",0
"943","reputation","評判",0
"944","virtue","美徳",0
"945","courage","勇気",0
"946","sympathy","同情",0
"947","union","組合",0
"948","civilization","文明",0
"949","volume","冊",0
"950","blossom","花",0
"951","era","時代",0
"952","dispute","紛争",0
"953","tourism","観光",0
"954","mankind","人類",0
"955","murder","殺人",0
"956","landscape","風景",0
"957","destination","目的地",0
"958","tale","話",0
"959","reform","改革",0
"960","muscle","筋肉",0
"961","prospect","見通し",0
"962","corporation","企業",0
"963","colony","植民地",0
"964","quarrel","口論",0
"965","profession","職業",0
"966","aspect","側面",0
"967","pause","休止",0
"968","conflict","対立",0
"969","privilege","特権",0
"970","prosperity","繁栄",0
"971","genius","天才",0
"972","seed","種",0
"973","symptom","症状",0
"974","merit","長所",0
"975","layer","層",0
"976","clue","手がかり",0
"977","circumstances","状況",0
"978","district","地区",0
"979","prison","刑務所",0
"980","companion","仲間",0
"981","executive","重役",0
"982","justice","正義",0
"983","procedure","手続き",0
"984","ray","光線",0
"985","heaven","天国",0
"986","luxury","贅沢",0
"987","oxygen","酸素",0
"988","fund","資金",0
"989","theme","主題、テーマ",0
"990","boundary","境界",0
"991","ambition","熱望",0
"992","forecast","予報",0
"993","psychology","心理学",0
"994","labor","労働",0
"995","committee","委員会",0
"996","physician","医者",0
"997","philosophy","哲学",0
"998","affection","愛情",0
"999","candidate","候補",0
"1000","bomb","爆弾",0
"1001","priority","優先",0
"1002","obstacle","障害",0
"1003","appetite","食欲",0
"1004","tension","緊張",0
"1005","tribe","部族",0
"1006","budget","予算",0
"1007","campaign","運動、キャンペーン",0
"1008","sorrow","悲しみ",0
"1009","satellite","衛星",0
"1010","insight","洞察",0
"1011","cough","せき",0
"1012","fate","運命",0
"1013","scheme","計画",0
"1014","insult","侮辱",0
"1015","inhabitant","住民",0
"1016","fossil","化石",0
"1017","motive","動機",0
"1018","instinct","本能",0
"1019","legend","伝説",0
"1020","empire","帝国",0
"1021","suburb","郊外",0
"1022","architecture","建築",0
"1023","passion","情熱",0
"1024","cancer","ガン",0
"1025","logic","論理",0
"1026","dozen","ダース",0
"1027","harvest","収穫",0
"1028","ingredient","材料",0
"1029","hypothesis","仮説",0
"1030","voyage","航海",0
"1031","editor","編集者",0
"1032","option","選択の自由",0
"1033","hemisphere","半球",0
"1034","mechanism","仕組み",0
"1035","anthropologist","人類学者",0
"1036","tragedy","悲劇",0
"1037","antibiotic","抗生物質",0
"1038","fare","運賃",0
"1039","debt","借金",0
"1040","curriculum","教育課程",0
"1041","component","構成要素",0
"1042","wheat","小麦",0
"1043","usage","語法",0
"1044","castle","城",0
"1045","famine","飢饉",0
"1046","extinction","絶滅",0
"1047","purse","財布",0
"1048","folk","民族",0
"1049","explosion","爆発",0
"1050","portion","部分",0
"1051","organism","生物",0
"1052","merchant","商人",0
"1053","myth","神話",0
"1054","incident","出来事",0
"1055","wildlife","野生生物",0
"1056","congress","議会",0
"1057","bay","湾",0
"1058","penalty","刑",0
"1059","heritage","遺産",0
"1060","diversity","多様性",0
"1061","thumb","親指",0
"1062","geography","地理",0
"1063","factor","要因",0
"1064","discrimination","差別",0
"1065","virus","ウイルス",0
"1066","statue","像",0
"1067","priest","神父",0
"1068","pioneer","先駆者",0
"1069","trait","特徴",0
"1070","bond","きずな",0
"1071","grocery","食料品",0
"1072","secretary","秘書",0
"1073","dialect","方言",0
"1074","astronomy","天文学",0
"1075","youngster","子供",0
"1076","substance","物質",0
"1077","finding","発見",0
"1078","strategy","戦略",0
"1079","lung","肺",0
"1080","opponent","敵",0
"1081","ritual","儀式",0
"1082","outcome","結果",0
"1083","conservation","環境保護",0
"1084","mammal","哺乳類",0
"1085","telescope","望遠鏡",0
"1086","refugee","難民",0
"1087","code","規則",0
"1088","flavor","風味",0
"1089","particle","粒子",0
"1090","nursing","看護",0
"1091","suicide","自殺",0
"1092","habitat","生息地",0
"1093","bullying","いじめ",0
"1094","dinosaur","恐竜",0
"1095","council","議会",0
"1096","gender","性別",0
"1097","surgery","手術",0
"1098","innovation","革新",0
"1099","protein","タンパク質",0
"1100","nutrition","栄養",0
"1101","disaster","災害",0
"1102","emission","排出",0
"1103","ape","類人猿",0
"1104","molecule","分子",0
"1105","sweat","汗",0
"1106","transplant","移植",0
"1107","species","種",0
"1108","tip","先",0
"1109","cattle","牛",0
"1110","density","密度",0
"1111","concept","概念",0
"1112","pale","青白い",0
"1113","precious","貴重な",0
"1114","loyal","忠実な",0
"1115","isolated","孤立している",0
"1116","generous","気前のよい",0
"1117","tropical","熱帯",0
"1118","reluctant","したがらない",0
"1119","vague","漠然とした",0
"1120","vast","広大な",0
"1121","numerous","たくさんの",0
"1122","rural","田舎の",0
"1123","widespread","広まっている",0
"1124","complicated","複雑な",0
"1125","visible","目に見える",0
"1126","raw","生の",0
"1127","remote","へんぴな",0
"1128","urgent","緊急の",0
"1129","silly","ばかな",0
"1130","striking","いちじるしい",0
"1131","adequate","十分な",0
"1132","extraordinary","並外れた",0
"1133","odd","おかしな",0
"1134","abstract","抽象的な",0
"1135","mutual","相互の",0
"1136","excessive","過度の",0
"1137","ashamed","恥ずかしい",0
"1138","tremendous","とてつもない",0
"1139","inevitable","避けられない",0
"1140","pure","純",0
"1141","stable","安定した",0
"1142","indifferent","無関心だ",0
"1143","aggressive","攻撃的な",0
"1144","ultimate","究極の",0
"1145","shy","内気な",0
"1146","solar","太陽",0
"1147","profound","深い",0
"1148","subtle","微妙な",0
"1149","conservative","保守",0
"1150","brave","勇敢な",0
"1151","intense","強烈な",0
"1152","alcoholic","アルコールの",0
"1153","manual","手を使う",0
"1154","cruel","残酷な",0
"1155","rational","理性的な",0
"1156","initial","最初の",0
"1157","immune","免疫",0
"1158","linguistic","言語の",0
"1159","crucial","重大な",0
"1160","verbal","言葉による",0
"1161","optimistic","楽観的な",0
"1162","flexible","柔軟な",0
"1163","grateful","感謝している",0
"1164","lively","生き生きとした",0
"1165","overwhelming","圧倒的な",0
"1166","abundant","豊富な",0
"1167","selfish","利己的な",0
"1168","ugly","みにくい",0
"1169","racial","人種の",0
"1170","prominent","有名な",0
"1171","controversial","物議を呼ぶ",0
"1172","federal","連邦の",0
"1173","ridiculous","ばかげた",0
"1174","imaginary","架空の",0
"1175","harsh","厳しい",0
"1176","random","無作為な",0
"1177","adolescent","思春期の",0
"1178","up-to-date","最新の",0
"1179","liberal","自由主義の",0
"1180","prior","前の",0
"1181","moderate","適度な",0
"1182","fluent","流ちょうな",0
"1183","elaborate","手の込んだ",0
"1184","incredible","信じられない",0
"1185","radical","根本的な",0
"1186","acid","酸性の",0
"1187","deaf","耳が不自由な",0
"1188","medieval","中世の",0
"1189","ecological","生態",0
"1190","slight","少しの",0
"1191","ignorant","無知な",0
"1192","cognitive","認知",0
"1193","absolutely","絶対に",0
"1194","virtually","ほとんど",0
"1195","somewhat","多少",0
"1196","merely","単に",0
"1197","literally","文字通り",0
"1198","seemingly","一見",0
"1199","regardless","関係なく",0
"1200","thoroughly","徹底的に",0
"1201","submit","Aに服従する、提出する",0
"1202","tempt","誘惑する、する気にさせる",0
"1203","resign","辞職する",0
"1204","conform","従う",0
"1205","confine","限定する",0
"1206","assemble","組み立てる",0
"1207","dedicate","ささげる",0
"1208","advocate","主張する",0
"1209","thrive","繁栄する",0
"1210","provoke","引き起こす",0
"1211","dictate","命じる、要求する、決定する",0
"1212","exploit","利用する、開発する",0
"1213","surrender","降伏する",0
"1214","reproduce","再生する、複製する、繁殖する[させる]",0
"1215","acknowledge","認める",0
"1216","swell","ふくらむ",0
"1217","shed","落とす",0
"1218","wind","曲がる",0
"1219","cite","引き合いに出す",0
"1220","digest","消化する",0
"1221","skip","とばす、抜かす",0
"1222","bind","縛る、束縛する",0
"1223","dissolve","溶解する",0
"1224","implement","実行する",0
"1225","steer","操縦する",0
"1226","congratulate","祝福する",0
"1227","designate","指定する",0
"1228","violate","破る、違反する",0
"1229","presume","推定する、思う",0
"1230","recruit","（新人を）入れる",0
"1231","coincide","同時に起きる、重なる",0
"1232","enforce","施行する",0
"1233","displace","とってかわる、故郷から追い出す",0
"1234","shrink","縮む、縮ませる、減る",0
"1235","betray","裏切る、もらす",0
"1236","comprise","構成される、構成する、占める",0
"1237","indulge","ふける",0
"1238","penetrate","入り込む",0
"1239","devastate","壊滅させる",0
"1240","plunge","突っ込む",0
"1241","bounce","はね返る",0
"1242","contradict","矛盾する",0
"1243","prescribe","処方する",0
"1244","oppress","しいたげる",0
"1245","cherish","胸に抱く",0
"1246","illuminate","照らす、解明する",0
"1247","trigger","きっかけになる",0
"1248","commute","通勤する、通学する",0
"1249","induce","誘う",0
"1250","utilize","利用する",0
"1251","snap","ポキンと折れる、ポキンと折る",0
"1252","donate","提供する",0
"1253","hatch","（卵?ヒナ）かえす、かえる",0
"1254","enclose","囲む",0
"1255","prevail","普及している、広まる",0
"1256","sigh","ため息をつく",0
"1257","leak","漏れる、漏らす",0
"1258","compel","強制する",0
"1259","crush","押しつぶす",0
"1260","comprehend","理解する",0
"1261","negotiate","交渉する",0
"1262","persist","持続する、残る",0
"1263","multiply","増やす、増える、掛ける",0
"1264","conceive","想像する",0
"1265","compensate","埋め合わせる",0
"1266","suspend","中止する、つるす",0
"1267","stir","かきたてる",0
"1268","soak","浸す、びしょぬれにする、吸収する",0
"1269","refine","洗練する、磨きをかける",0
"1270","arouse","刺激する、かき立てる",0
"1271","precede","先行する",0
"1272","render","OをCにする、変える",0
"1273","mount","すえつける、乗る",0
"1274","retreat","退く",0
"1275","startle","驚かせる",0
"1276","dare","する勇気がある",0
"1277","sphere","領域、範囲",0
"1278","sequence","連続、順番、順序",0
"1279","deposit","預金、頭金、堆積物",0
"1280","poll","世論調査、投票",0
"1281","caution","用心",0
"1282","rage","激怒、怒り",0
"1283","formula","式、公式、方法、秘訣、解決策",0
"1284","plot","筋、たくらみ、陰謀",0
"1285","scope","範囲",0
"1286","norm","規範",0
"1287","disgust","嫌悪",0
"1288","compromise","妥協",0
"1289","supervisor","監督者",0
"1290","paradox","逆説",0
"1291","tissue","（生物の）組織；ティッシュペーパー",0
"1292","breakdown","崩壊",0
"1293","initiative","構想、主導権、",0
"1294","fabric","織物、布",0
"1295","publicity","宣伝、広告",0
"1296","summit","頂上、頂点、首脳会議",0
"1297","flock","群れ",0
"1298","plague","疫病",0
"1299","haste","急ぐこと",0
"1300","nap","うたた寝",0
"1301","ally","同盟国",0
"1302","draft","下書き、草稿",0
"1303","spectacle","光景",0
"1304","premise","前提",0
"1305","asset","財産",0
"1306","lag","遅れ",0
"1307","therapy","療法、治療法",0
"1308","reception","もてなし",0
"1309","compound","化合物",0
"1310","blessing","ありがたいもの、恵み",0
"1311","sensation","感覚、感じ",0
"1312","recession","不景気、不況",0
"1313","pole","棒、極",0
"1314","outlook","態度、考え方、見通し、見込み",0
"1315","endeavor","活動",0
"1316","mercy","慈悲、情け",0
"1317","counterpart","相当するもの",0
"1318","session","期間、討論",0
"1319","spectrum","変動範囲、領域",0
"1320","junk","くず、がらくた",0
"1321","worship","崇拝",0
"1322","apt","しがちである、する傾向がある",0
"1323","humble","謙虚な、粗末な",0
"1324","entitled","得る権利がある、題された",0
"1325","valid","妥当な、正当な",0
"1326","faint","かすかな",0
"1327","stiff","堅い",0
"1328","obscure","わかりにくい",0
"1329","fierce","激しい",0
"1330","acute","（問題が）深刻な、（感覚・痛みが）鋭い",0
"1331","idle","（仕事がなくて）何もしていない",0
"1332","crude","粗末な、粗野な",0
"1333","jealous","嫉妬深い、羨ましい",0
"1334","pregnant","妊娠している",0
"1335","liable","しがちである、可能性が高い",0
"1336","stubborn","頑固な",0
"1337","decent","まともな",0
"1338","marvelous","驚くべき",0
"1339","misleading","誤解を招く",0
"1340","synthetic","合成の",0
"1341","classical","クラシックの",0
"1342","Muslim","イスラム教の",0
"1343","anticipate","予想する",0
"1344","rub","こする",0
"1345","dispose","処理する",0
"1346","refrain","控える",0
"1347","accumulate","蓄積する",0
"1348","boost","活気づける",0
"1349","drag","引きずる",0
"1350","revise","修正する",0
"1351","scratch","かく",0
"1352","roar","ほえる",0
"1353","quote","引用する",0
"1354","bloom","咲く",0
"1355","insert","差し込む",0
"1356","awaiting","待つ",0
"1357","dread","恐れる",0
"1358","conceal","隠す",0
"1359","enrich","豊かにする",0
"1360","cling","固執する",0
"1361","surpass","まさる",0
"1362","suppress","抑える",0
"1363","portray","描く",0
"1364","soaring","急上昇する",0
"1365","drain","排出する",0
"1366","glow","ボーッと光る",0
"1367","migrate","移住する",0
"1368","exclaim","叫ぶ",0
"1369","exert","及ぼす",0
"1370","disguise","隠す",0
"1371","accelerate","加速する",0
"1372","dwell","住む",0
"1373","integrate","融けこませる",0
"1374","weep","泣く",0
"1375","reassure","安心させる",0
"1376","crawl","はって進む",0
"1377","restrain","抑制する",0
"1378","resent","腹を立てる",0
"1379","yell","大声で叫ぶ",0
"1380","assess","評価する",0
"1381","carve","彫る",0
"1382","halt","止める",0
"1383","inspect","検査する",0
"1384","tackle","取り組む",0
"1385","omit","省く",0
"1386","chew","かむ",0
"1387","resume","再開する",0
"1388","mold","作る",0
"1389","accommodate","収容できる",0
"1390","erase","消す",0
"1391","inferred","推量する",0
"1392","revive","生き返らせる",0
"1393","contemplate","考える",0
"1394","rotate","回転する",0
"1395","disrupt","かき乱す",0
"1396","navigate","進路を決める",0
"1397","ache","痛む",0
"1398","discard","捨てる",0
"1399","incorporate","取り入れる",0
"1400","overtake","追い越す",0
"1401","supplement","補う",0
"1402","manipulate","操作する",0
"1403","nourish","養う",0
"1404","squeeze","しぼる",0
"1405","depict","描く",0
"1406","distract","そらす",0
"1407","disclose","暴露する",0
"1408","enroll","入学する",0
"1409","nurture","育てる",0
"1410","speculate","推測する",0
"1411","prolong","延ばす",0
"1412","execute","処刑する",0
"1413","uncover","明らかにする",0
"1414","tremble","震える",0
"1415","seize","つかむ",0
"1416","abolish","廃止する",0
"1417","scold","しかる",0
"1418","attain","達成する",0
"1419","utter","発する",0
"1420","flee","逃げる",0
"1421","offending","怒らせる",0
"1422","confess","告白する",0
"1423","postpone","延期する",0
"1424","drift","漂う",0
"1425","weave","織る",0
"1426","install","備えつける",0
"1427","twist","ねじ曲げる",0
"1428","extract","取り出す",0
"1429","bump","ぶつかる",0
"1430","despise","軽蔑する",0
"1431","tolerate","我慢する",0
"1432","boast","自慢する",0
"1433","flourishing","栄えている",0
"1434","disregard","無視する",0
"1435","tease","からかう",0
"1436","reinforce","強める",0
"1437","strive","努力する",0
"1438","coordinate","合わせる",0
"1439","yawn","あくびをする",0
"1440","hug","抱きしめる",0
"1441","combat","戦う",0
"1442","knit","編む",0
"1443","fatigue","疲労",0
"1444","fame","名声",0
"1445","mess","めちゃくちゃ",0
"1446","dignity","尊厳",0
"1447","canal","運河",0
"1448","drought","干ばつ",0
"1449","despair","絶望",0
"1450","interval","間隔",0
"1451","luggage","荷物",0
"1452","behalf","代表して",0
"1453","impulse","衝動",0
"1454","debris","破片",0
"1455","beast","野獣",0
"1456","superstition","迷信",0
"1457","illusion","幻想、錯覚",0
"1458","thread","糸",0
"1459","intake","摂取量",0
"1460","feast","宴会",0
"1461","transition","移り変わり",0
"1462","misery","悲惨さ",0
"1463","radiation","放射線",0
"1464","log","丸太",0
"1465","consensus","合意",0
"1466","deed","行い",0
"1467","proverb","ことわざ",0
"1468","compliment","ほめ言葉",0
"1469","flame","炎",0
"1470","anniversary","記念日",0
"1471","conscience","良心",0
"1472","expedition","探検",0
"1473","offspring","子孫",0
"1474","allowance","こづかい",0
"1475","headline","大見出し",0
"1476","treaty","条約",0
"1477","monument","記念碑",0
"1478","worm","虫",0
"1479","remedy","治療法",0
"1480","encyclopedia","百科事典",0
"1481","glimpse","ちらり",0
"1482","personnel","職員",0
"1483","triumph","勝利",0
"1484","arithmetic","算数",0
"1485","self-esteem","自尊心",0
"1486","microbe","微生物",0
"1487","odds","可能性",0
"1488","chaos","混沌",0
"1489","destiny","運命",0
"1490","diameter","直径",0
"1491","lottery","宝くじ",0
"1492","souvenir","みやげ物",0
"1493","trail","小道",0
"1494","ratio","比率",0
"1495","sword","剣",0
"1496","whistle","笛",0
"1497","sentiment","感情",0
"1498","chore","雑用",0
"1499","courtesy","礼儀",0
"1500","mayor","市長",0
"1501","surveillance","監視、見張り",0
"1502","trash","ごみ",0
"1503","prestige","名声",0
"1504","headquarters","本部、本社",0
"1505","wilderness","荒野",0
"1506","orbit","軌道",0
"1507","bias","偏見",0
"1508","republic","共和国",0
"1509","bargain","掘り出し物",0
"1510","domain","領域",0
"1511","fragment","破片",0
"1512","galaxy","星雲",0
"1513","lap","ひざ",0
"1514","deadline","締め切り",0
"1515","bullet","弾丸",0
"1516","pedestrian","歩行者",0
"1517","wit","機知",0
"1518","nuisance","迷惑",0
"1519","criteria","基準",0
"1520","hardship","苦難",0
"1521","glory","栄光",0
"1522","pavement","歩道",0
"1523","navy","海軍",0
"1524","script","台本",0
"1525","pension","年金",0
"1526","province","州",0
"1527","surplus","余剰",0
"1528","moisture","水分",0
"1529","patch","あて布",0
"1530","altitude","高度、標高",0
"1531","thermometer","温度計",0
"1532","tuition","授業料",0
"1533","troop","軍隊",0
"1534","primate","霊長類",0
"1535","flaw","欠陥",0
"1536","nephew","甥",0
"1537","garment","衣服、衣類",0
"1538","diagnosis","診断",0
"1539","commerce","商業",0
"1540","antiquity","古代、古物",0
"1541","fraction","ほんの一部",0
"1542","irony","皮肉",0
"1543","nightmare","悪夢",0
"1544","defect","欠陥",0
"1545","certificate","証明書",0
"1546","decay","腐敗",0
"1547","erosion","浸食",0
"1548","recipe","秘けつ",0
"1549","skeleton","骨格",0
"1550","grace","優雅さ",0
"1551","landmark","名所",0
"1552","dementia","認知症",0
"1553","flesh","肉",0
"1554","collision","衝突、対立",0
"1555","hazard","危険なもの",0
"1556","tomb","墓",0
"1557","injection","注射",0
"1558","breakthrough","飛躍的進歩",0
"1559","leather","革",0
"1560","jewelry","宝石",0
"1561","cue","合図",0
"1562","ambulance","救急車",0
"1563","estate","不動産",0
"1564","commodity","商品",0
"1565","departure","出発",0
"1566","phase","段階",0
"1567","thief","泥棒",0
"1568","saint","聖",0
"1569","sculpture","彫刻",0
"1570","grief","悲しみ",0
"1571","lane","車線",0
"1572","predator","捕食動物",0
"1573","fluid","流体",0
"1574","incentive","はげみ",0
"1575","bride","花嫁",0
"1576","intervention","介入",0
"1577","margin","差",0
"1578","biography","伝記",0
"1579","consent","同意",0
"1580","volcano","火山",0
"1581","rebel","反逆者",0
"1582","metaphor","比喩",0
"1583","legislation","法律",0
"1584","lightning","雷",0
"1585","pesticide","殺虫剤",0
"1586","column","コラム",0
"1587","rumor","うわさ",0
"1588","dust","ほこり",0
"1589","dialogue","対話",0
"1590","kindergarten","幼稚園",0
"1591","diabetes","糖尿病",0
"1592","obesity","肥満",0
"1593","patent","特許",0
"1594","chapter","章",0
"1595","palace","宮殿",0
"1596","laundry","洗濯",0
"1597","ward","病棟",0
"1598","outbreak","ぼっ発",0
"1599","equation","方程式",0
"1600","archaeologist","考古学者",0
"1601","corruption","腐敗",0
"1602","germ","細菌",0
"1603","revenue","収入",0
"1604","spouse","配偶者",0
"1605","epidemic","流行",0
"1606","mortality","死亡",0
"1607","syndrome","症候群",0
"1608","retail","小売り",0
"1609","dose","量",0
"1610","beverage","飲み物",0
"1611","metabolism","新陳代謝",0
"1612","hybrid","交配種",0
"1613","scent","香り",0
"1614","inflammation","炎症",0
"1615","pill","薬",0
"1616","grave","重大な",0
"1617","fertile","肥えた",0
"1618","hostile","反感を持つ",0
"1619","indispensable","不可欠な",0
"1620","oriented","志向の",0
"1621","splendid","すばらしい",0
"1622","competent","有能な",0
"1623","supreme","最高の",0
"1624","straightforward","わかりやすい",0
"1625","sacred","聖",0
"1626","bold","大胆な",0
"1627","uneasy","不安な",0
"1628","neat","きちんとした",0
"1629","shallow","浅い",0
"1630","fake","偽物の",0
"1631","superficial","表面的な",0
"1632","absurd","ばかげた",0
"1633","fragile","壊れやすい",0
"1634","respectable","ちゃんとした",0
"1635","magnificent","すばらしい",0
"1636","infinite","無限の",0
"1637","comprehensive","包括的な",0
"1638","steep","険しい",0
"1639","gross","総",0
"1640","subsequent","次に起こる",0
"1641","sincere","心からの",0
"1642","toxic","有毒な",0
"1643","neutral","中立の",0
"1644","diligent","勤勉な",0
"1645","sore","痛い",0
"1646","contaminated","汚染された",0
"1647","ambiguous","あいまいな",0
"1648","oral","口述の",0
"1649","restless","落ち着かない",0
"1650","rotten","腐った",0
"1651","vigorous","精力的な",0
"1652","immense","莫大な",0
"1653","metropolitan","大都市の",0
"1654","punctual","時間をきっちり守る",0
"1655","solitary","孤独な",0
"1656","collective","集団",0
"1657","diplomatic","外交の",0
"1658","nasty","不快な",0
"1659","helpless","無力な",0
"1660","explicit","明確な、はっきりした",0
"1661","bankrupt","破産した",0
"1662","eternal","永遠の",0
"1663","sole","唯一の",0
"1664","sour","すっぱい",0
"1665","notable","注目すべき",0
"1666","affluent","裕福な",0
"1667","naked","裸の",0
"1668","vocal","発声",0
"1669","feminine","女性の",0
"1670","vacant","空いている",0
"1671","exotic","外来の",0
"1672","rigid","厳格な",0
"1673","humid","蒸し暑い",0
"1674","outstanding","傑出した",0
"1675","addicted","中毒である",0
"1676","vulnerable","受けやすい",0
"1677","spontaneous","自然に起こる",0
"1678","greedy","貪欲な",0
"1679","trivial","ささいな",0
"1680","per capita","一人当たりの",0
"1681","inherent","元から伴う",0
"1682","promising","前途有望な",0
"1683","physiological","生理的な",0
"1684","clinical","臨床",0
"1685","chronic","慢性の",0
"1686","geological","地質学的な",0
"1687","countless","無数の",0
"1688","innate","先天的な",0
"1689","alert","用心する",0
"1690","autonomous","自動運転",0
"1691","simultaneously","同時に",0
"1692","utterly","まったく",0
"1693","drastically","劇的に",0
"1694","necessarily","必ずしも",0
"1695","thereby","そうすることで",0
"1696","frankly","率直に",0
"1697","namely","すなわち",0
"1698","hence","だから",0
"1699","via","経由で",0
"1700","owing","のために",0
"1701","clarify","明らかにする",0
"1702","smash","粉々に砕く",0
"1703","mourn","悲しむ",0
"1704","summon","呼ぶ",0
"1705","shatter","粉々にする",0
"1706","linger","残る",0
"1707","lament","嘆く",0
"1708","endowed","恵まれる",0
"1709","rejoice","喜ぶ",0
"1710","allocate","配分する",0
"1711","slap","ピシャリと打つ",0
"1712","contend","主張する",0
"1713","swear","誓う",0
"1714","discern","識別する",0
"1715","degrade","悪化させる",0
"1716","erect","築く",0
"1717","testify","証言する",0
"1718","spur","駆りたてる",0
"1719","roam","歩き回る",0
"1720","frown","まゆをひそめる",0
"1721","lure","呼び込む",0
"1722","defy","逆らう",0
"1723","stroll","ぶらつく",0
"1724","rattle","がたがた鳴らす",0
"1725","reconcile","調和させる",0
"1726","blur","ぼやかす",0
"1727","soothe","なだめる",0
"1728","impair","低下させる",0
"1729","comply","従う",0
"1730","pierce","穴をあける",0
"1731","stumble","つまずく",0
"1732","hinder","さまたげる",0
"1733","mock","あざける",0
"1734","embody","具現する",0
"1735","stalk","忍び寄る",0
"1736","proclaim","宣言する",0
"1737","applaud","拍手する",0
"1738","inflict","与える",0
"1739","merge","合併する",0
"1740","evacuated","避難した",0
"1741","undone","元に戻る",0
"1742","poke","突く",0
"1743","haunted","つきまとわれる",0
"1744","adhere","固く守る",0
"1745","compile","まとめる",0
"1746","wither","しぼむ",0
"1747","stun","びっくりさせる",0
"1748","choke","のどがつまる",0
"1749","deteriorate","悪化する",0
"1750","dump","捨てる",0
"1751","murmur","つぶやく",0
"1752","delete","削除する",0
"1753","inhibit","阻害する",0
"1754","divert","そらす",0
"1755","tame","飼いならす",0
"1756","reap","手に入れる",0
"1757","affirm","断言する",0
"1758","immersed","浸る",0
"1759","expire","期限が切れる",0
"1760","embark","乗り出す",0
"1761","vow","誓う",0
"1762","foresee","予知する",0
"1763","adore","崇拝する",0
"1764","yearn","切望する",0
"1765","undermine","弱める",0
"1766","suck","吸う",0
"1767","pledge","誓う",0
"1768","intrude","立ち入る",0
"1769","sue","訴える",0
"1770","distort","歪曲する",0
"1771","extinguish","消す",0
"1772","preach","説教する",0
"1773","curb","抑制する",0
"1774","withstand","耐える",0
"1775","dip","浸す",0
"1776","recite","暗唱する",0
"1777","thrust","押し込む",0
"1778","plead","嘆願する",0
"1779","humiliate","恥をかかせる",0
"1780","discharge","放出する",0
"1781","condemn","非難する",0
"1782","retrieve","検索する",0
"1783","shrug","肩をすくめる",0
"1784","evoke","呼び起こす",0
"1785","fetch","取ってくる",0
"1786","flatter","お世辞を言う",0
"1787","prose","散文",0
"1788","textile","織物",0
"1789","timber","材木",0
"1790","masterpiece","傑作",0
"1791","riot","暴動",0
"1792","carriage","車両",0
"1793","apparatus","装置",0
"1794","fuss","大騒ぎ",0
"1795","deficiency","欠乏",0
"1796","heir","相続人",0
"1797","equator","赤道",0
"1798","petroleum","石油",0
"1799","witch","魔女",0
"1800","vapor","蒸気",0
"1801","probe","探査機",0
"1802","expertise","専門知識",0
"1803","scorn","軽蔑",0
"1804","prophet","預言者",0
"1805","breeze","そよ風",0
"1806","sin","罪",0
"1807","surge","急増",0
"1808","complement","補うもの",0
"1809","queue","列",0
"1810","stake","賭け金",0
"1811","ambassador","大使",0
"1812","jury","陪審員",0
"1813","cluster","集団",0
"1814","lump","こぶ",0
"1815","meadow","牧草地",0
"1816","feat","偉業",0
"1817","temperament","気質",0
"1818","chill","寒気",0
"1819","appliance","器具",0
"1820","predecessor","前任者",0
"1821","entity","存在",0
"1822","hospitality","もてなし",0
"1823","narrative","話",0
"1824","segment","部分、区分",0
"1825","catastrophe","大災害",0
"1826","monarch","君主、皇帝",0
"1827","constraint","制約",0
"1828","amendment","改正、修正",0
"1829","cosmos","宇宙",0
"1830","aisle","通路",0
"1831","hierarchy","階級制度",0
"1832","toll","通行料",0
"1833","transaction","取引",0
"1834","burglar","強盗",0
"1835","tyranny","圧政",0
"1836","parasite","寄生生物",0
"1837","intuition","直感",0
"1838","communist","共産主義の",0
"1839","legacy","遺産",0
"1840","vein","静脈",0
"1841","discourse","論説",0
"1842","dairy","乳製品、酪農",0
"1843","artifact","工芸品",0
"1844","outlet","はけ口",0
"1845","apprehension","不安",0
"1846","melancholy","憂うつ",0
"1847","novelty","目新しさ",0
"1848","specimen","標本",0
"1849","hygiene","衛生",0
"1850","tactics","戦術",0
"1851","monopoly","独占",0
"1852","token","印",0
"1853","aristocracy","貴族階級",0
"1854","revenge","復讐",0
"1855","activist","活動家",0
"1856","rhetoric","美辞麗句",0
"1857","entrepreneur","起業家",0
"1858","census","国勢調査",0
"1859","verge","瀬戸際",0
"1860","advent","出現、到来",0
"1861","analogy","類似点",0
"1862","irrigation","灌漑",0
"1863","coverage","報道",0
"1864","cuisine","料理",0
"1865","menace","脅威",0
"1866","peril","危険",0
"1867","limb","手足",0
"1868","assault","攻撃",0
"1869","hatred","憎しみ",0
"1870","autonomy","自主性",0
"1871","cram","塾",0
"1872","subsidy","補助金",0
"1873","empathy","共感",0
"1874","slang","俗語",0
"1875","posture","姿勢",0
"1876","ideology","イデオロギー",0
"1877","curse","災いのもと",0
"1878","tumor","腫瘍",0
"1879","intersection","交差点",0
